mask_id,segmentation,area,bbox,predicted_iou,point_coords,stability_score,crop_box
125,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5969,"[187.0, 1181.0, 98.0, 83.0]",0.7533181309700012,"[[265.1484375, 1201.40625]]",0.9640501141548157,"[0.0, 450.0, 1257.0, 916.0]"
126,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [ True  True  True ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20035,"[0.0, 952.0, 110.0, 413.0]",0.7363318800926208,"[[9.8203125, 1158.46875]]",0.9437229633331299,"[0.0, 450.0, 1257.0, 916.0]"
127,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",9961,"[417.0, 843.0, 199.0, 68.0]",0.7253376841545105,"[[441.9140625, 857.90625]]",0.9314418435096741,"[0.0, 450.0, 1257.0, 916.0]"
128,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2793,"[257.0, 884.0, 81.0, 63.0]",0.7235272526741028,"[[324.0703125, 900.84375]]",0.9050697684288025,"[0.0, 450.0, 1257.0, 916.0]"
129,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",11695,"[982.0, 779.0, 134.0, 133.0]",0.6927770376205444,"[[1090.0546875, 872.21875]]",0.896068811416626,"[0.0, 450.0, 1257.0, 916.0]"
130,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",9837,"[341.0, 798.0, 274.0, 111.0]",0.6815541386604309,"[[540.1171875, 886.53125]]",0.9059467911720276,"[0.0, 450.0, 1257.0, 916.0]"
131,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",46792,"[64.0, 538.0, 676.0, 407.0]",0.6654406785964966,"[[697.2421875, 628.90625]]",0.8161057233810425,"[0.0, 450.0, 1257.0, 916.0]"
132,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",10003,"[340.0, 834.0, 277.0, 75.0]",0.6630001068115234,"[[599.0390625, 872.21875]]",0.9076324105262756,"[0.0, 450.0, 1257.0, 916.0]"
133,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3347,"[435.0, 898.0, 156.0, 48.0]",0.661034345626831,"[[441.9140625, 929.46875]]",0.867290735244751,"[0.0, 450.0, 1257.0, 916.0]"
134,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2204,"[577.0, 769.0, 87.0, 40.0]",0.622102677822113,"[[618.6796875, 772.03125]]",0.8625792860984802,"[0.0, 450.0, 1257.0, 916.0]"
135,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",6272,"[123.0, 827.0, 115.0, 121.0]",0.5928775668144226,"[[206.2265625, 929.46875]]",0.8577380776405334,"[0.0, 450.0, 1257.0, 916.0]"
136,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",15212,"[0.0, 654.0, 229.0, 302.0]",0.5675485134124756,"[[9.8203125, 657.53125]]",0.8312527537345886,"[0.0, 450.0, 1257.0, 916.0]"
137,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1143,"[559.0, 893.0, 37.0, 45.0]",0.548528254032135,"[[579.3984375, 929.46875]]",0.9430755972862244,"[0.0, 450.0, 1257.0, 916.0]"
138,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",519,"[530.0, 777.0, 46.0, 16.0]",0.5122093558311462,"[[559.7578125, 786.34375]]",0.8476702570915222,"[0.0, 450.0, 1257.0, 916.0]"
139,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",806,"[1198.0, 852.0, 34.0, 43.0]",0.4794764220714569,"[[1227.5390625, 857.90625]]",0.8607594966888428,"[0.0, 450.0, 1257.0, 916.0]"
140,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2798,"[254.0, 886.0, 156.0, 63.0]",0.4578891396522522,"[[265.1484375, 943.78125]]",0.8180394768714905,"[0.0, 450.0, 1257.0, 916.0]"
141,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",60965,"[826.0, 13.0, 804.0, 214.0]",0.987464189529419,"[[1409.6796875, 121.65625]]",0.9688532948493958,"[791.0, 0.0, 1257.0, 916.0]"
142,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",60896,"[827.0, 13.0, 1213.0, 203.0]",0.9863930344581604,"[[1232.9140625, 78.71875]]",0.9760036468505859,"[791.0, 0.0, 1257.0, 916.0]"
143,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",60601,"[826.0, 14.0, 629.0, 166.0]",0.9856654405593872,"[[1409.6796875, 164.59375]]",0.9764253497123718,"[791.0, 0.0, 1257.0, 916.0]"
144,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",44830,"[1623.0, 0.0, 81.0, 813.0]",0.9752183556556702,"[[1684.6484375, 21.46875]]",0.9314447641372681,"[791.0, 0.0, 1257.0, 916.0]"
145,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",41494,"[1642.0, 0.0, 123.0, 831.0]",0.9681273698806763,"[[1743.5703125, 50.09375]]",0.9436421394348145,"[791.0, 0.0, 1257.0, 916.0]"
146,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",30447,"[1577.0, 617.0, 470.0, 127.0]",0.9667364358901978,"[[1881.0546875, 722.78125]]",0.8969995975494385,"[791.0, 0.0, 1257.0, 916.0]"
147,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",18697,"[1454.0, 0.0, 143.0, 166.0]",0.9659806489944458,"[[1547.1640625, 64.40625]]",0.9736120104789734,"[791.0, 0.0, 1257.0, 916.0]"
148,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",41561,"[1696.0, 0.0, 69.0, 831.0]",0.9658528566360474,"[[1723.9296875, 50.09375]]",0.9495338797569275,"[791.0, 0.0, 1257.0, 916.0]"
149,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",30342,"[1577.0, 378.0, 470.0, 116.0]",0.9619578123092651,"[[1979.2578125, 407.90625]]",0.9672136306762695,"[791.0, 0.0, 1257.0, 916.0]"
150,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3022,"[1847.0, 0.0, 200.0, 28.0]",0.9618709087371826,"[[1959.6171875, 7.15625]]",0.95315021276474,"[791.0, 0.0, 1257.0, 916.0]"
151,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",39682,"[813.0, 569.0, 640.0, 138.0]",0.9594686031341553,"[[1193.6328125, 636.90625]]",0.96082603931427,"[791.0, 0.0, 1257.0, 916.0]"
152,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",24994,"[1584.0, 233.0, 463.0, 121.0]",0.9585715532302856,"[[2018.5390625, 322.03125]]",0.9462565183639526,"[791.0, 0.0, 1257.0, 916.0]"
153,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",26657,"[1573.0, 737.0, 474.0, 115.0]",0.9582147002220154,"[[1822.1328125, 822.96875]]",0.9363791346549988,"[791.0, 0.0, 1257.0, 916.0]"
154,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",24715,"[1697.0, 243.0, 350.0, 111.0]",0.9566072821617126,"[[2038.1796875, 307.71875]]",0.9673404693603516,"[791.0, 0.0, 1257.0, 916.0]"
155,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",9414,"[1307.0, 215.0, 69.0, 170.0]",0.956394374370575,"[[1350.7578125, 322.03125]]",0.9649874567985535,"[791.0, 0.0, 1257.0, 916.0]"
156,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",27335,"[819.0, 288.0, 592.0, 139.0]",0.9558579921722412,"[[1016.8671875, 393.59375]]",0.8423589468002319,"[791.0, 0.0, 1257.0, 916.0]"
157,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",29746,"[1225.0, 105.0, 822.0, 143.0]",0.955005407333374,"[[2038.1796875, 178.90625]]",0.9614751935005188,"[791.0, 0.0, 1257.0, 916.0]"
158,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",45446,"[1456.0, 0.0, 249.0, 816.0]",0.9511190056800842,"[[1684.6484375, 121.65625]]",0.8758179545402527,"[791.0, 0.0, 1257.0, 916.0]"
159,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25389,"[1583.0, 155.0, 464.0, 199.0]",0.9505299925804138,"[[1920.3359375, 336.34375]]",0.9402235746383667,"[791.0, 0.0, 1257.0, 916.0]"
160,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20081,"[1250.0, 453.0, 224.0, 105.0]",0.9499542713165283,"[[1429.3203125, 551.03125]]",0.9725441932678223,"[791.0, 0.0, 1257.0, 916.0]"
161,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4743,"[1200.0, 0.0, 257.0, 33.0]",0.9496894478797913,"[[1429.3203125, 21.46875]]",0.9686592221260071,"[791.0, 0.0, 1257.0, 916.0]"
162,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",29677,"[1586.0, 106.0, 461.0, 142.0]",0.9487790465354919,"[[2018.5390625, 193.21875]]",0.9560588002204895,"[791.0, 0.0, 1257.0, 916.0]"
163,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2586,"[1226.0, 289.0, 33.0, 101.0]",0.9476215839385986,"[[1232.9140625, 350.65625]]",0.9630328416824341,"[791.0, 0.0, 1257.0, 916.0]"
164,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20063,"[921.0, 453.0, 553.0, 105.0]",0.947355329990387,"[[1448.9609375, 551.03125]]",0.9712024927139282,"[791.0, 0.0, 1257.0, 916.0]"
165,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",23931,"[1696.0, 0.0, 351.0, 109.0]",0.9460092186927795,"[[1763.2109375, 7.15625]]",0.9616110920906067,"[791.0, 0.0, 1257.0, 916.0]"
166,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",27375,"[1752.0, 634.0, 295.0, 110.0]",0.9455474615097046,"[[1939.9765625, 679.84375]]",0.9661454558372498,"[791.0, 0.0, 1257.0, 916.0]"
167,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",29294,"[1577.0, 486.0, 470.0, 116.0]",0.9454116225242615,"[[1920.3359375, 522.40625]]",0.9300949573516846,"[791.0, 0.0, 1257.0, 916.0]"
168,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",27139,"[1240.0, 0.0, 807.0, 109.0]",0.942552924156189,"[[2038.1796875, 35.78125]]",0.9009669423103333,"[791.0, 0.0, 1257.0, 916.0]"
169,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7861,"[1219.0, 377.0, 31.0, 305.0]",0.9418017864227295,"[[1232.9140625, 393.59375]]",0.9543982148170471,"[791.0, 0.0, 1257.0, 916.0]"
170,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",39433,"[813.0, 462.0, 640.0, 246.0]",0.9390532970428467,"[[1409.6796875, 636.90625]]",0.961461067199707,"[791.0, 0.0, 1257.0, 916.0]"
171,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25763,"[813.0, 0.0, 665.0, 85.0]",0.934788703918457,"[[1429.3203125, 78.71875]]",0.9403761625289917,"[791.0, 0.0, 1257.0, 916.0]"
172,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",9722,"[1268.0, 215.0, 108.0, 171.0]",0.932763397693634,"[[1370.3984375, 336.34375]]",0.9339855909347534,"[791.0, 0.0, 1257.0, 916.0]"
173,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20134,"[1249.0, 454.0, 225.0, 149.0]",0.9319274425506592,"[[1468.6015625, 479.46875]]",0.9507396221160889,"[791.0, 0.0, 1257.0, 916.0]"
174,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25734,"[1753.0, 126.0, 294.0, 122.0]",0.931103527545929,"[[1900.6953125, 178.90625]]",0.9539468884468079,"[791.0, 0.0, 1257.0, 916.0]"
175,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",376,"[1972.0, 655.0, 29.0, 14.0]",0.9289741516113281,"[[1998.8984375, 665.53125]]",0.9736841917037964,"[791.0, 0.0, 1257.0, 916.0]"
176,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",14876,"[950.0, 269.0, 1097.0, 135.0]",0.9284117817878723,"[[1979.2578125, 379.28125]]",0.9614014029502869,"[791.0, 0.0, 1257.0, 916.0]"
177,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",30022,"[1584.0, 30.0, 463.0, 218.0]",0.9276748895645142,"[[1782.8515625, 207.53125]]",0.9629338979721069,"[791.0, 0.0, 1257.0, 916.0]"
178,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",31551,"[1264.0, 361.0, 783.0, 134.0]",0.9272115230560303,"[[2018.5390625, 450.84375]]",0.9489371180534363,"[791.0, 0.0, 1257.0, 916.0]"
179,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1062,"[1809.0, 785.0, 45.0, 26.0]",0.9267883896827698,"[[1841.7734375, 794.34375]]",0.9664804339408875,"[791.0, 0.0, 1257.0, 916.0]"
180,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",450,"[1975.0, 174.0, 30.0, 16.0]",0.926556408405304,"[[1979.2578125, 178.90625]]",0.9779249429702759,"[791.0, 0.0, 1257.0, 916.0]"
181,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",370,"[1414.0, 662.0, 27.0, 14.0]",0.9245548248291016,"[[1429.3203125, 665.53125]]",0.9891892075538635,"[791.0, 0.0, 1257.0, 916.0]"
182,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",14933,"[1694.0, 320.0, 353.0, 84.0]",0.9208477139472961,"[[1782.8515625, 364.96875]]",0.957431435585022,"[791.0, 0.0, 1257.0, 916.0]"
183,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",31401,"[1263.0, 458.0, 784.0, 144.0]",0.9184888005256653,"[[2038.1796875, 522.40625]]",0.8940169811248779,"[791.0, 0.0, 1257.0, 916.0]"
184,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",6988,"[1517.0, 266.0, 121.0, 123.0]",0.91803377866745,"[[1527.5234375, 350.65625]]",0.9480699896812439,"[791.0, 0.0, 1257.0, 916.0]"
185,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",27547,"[1425.0, 724.0, 622.0, 154.0]",0.9172130823135376,"[[1782.8515625, 822.96875]]",0.9087395071983337,"[791.0, 0.0, 1257.0, 916.0]"
186,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",26851,"[1580.0, 30.0, 467.0, 324.0]",0.914969801902771,"[[1763.2109375, 307.71875]]",0.9180048704147339,"[791.0, 0.0, 1257.0, 916.0]"
187,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25757,"[812.0, 0.0, 1169.0, 105.0]",0.9145593047142029,"[[1390.0390625, 35.78125]]",0.9564475417137146,"[791.0, 0.0, 1257.0, 916.0]"
188,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",271,"[1417.0, 435.0, 26.0, 11.0]",0.9115467071533203,"[[1429.3203125, 436.53125]]",0.9599999785423279,"[791.0, 0.0, 1257.0, 916.0]"
189,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",229,"[1867.0, 728.0, 23.0, 11.0]",0.9106786251068115,"[[1881.0546875, 737.09375]]",0.9568965435028076,"[791.0, 0.0, 1257.0, 916.0]"
190,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1175,"[1480.0, 416.0, 57.0, 40.0]",0.9100239276885986,"[[1507.8828125, 436.53125]]",0.9444444179534912,"[791.0, 0.0, 1257.0, 916.0]"
191,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",34871,"[1637.0, 0.0, 55.0, 713.0]",0.9095920324325562,"[[1645.3671875, 135.96875]]",0.8176082372665405,"[791.0, 0.0, 1257.0, 916.0]"
192,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",31685,"[945.0, 302.0, 1102.0, 192.0]",0.907347559928894,"[[1802.4921875, 393.59375]]",0.9565606117248535,"[791.0, 0.0, 1257.0, 916.0]"
193,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",22913,"[1371.0, 205.0, 154.0, 219.0]",0.9050459265708923,"[[1507.8828125, 250.46875]]",0.8097187280654907,"[791.0, 0.0, 1257.0, 916.0]"
194,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",18511,"[1535.0, 173.0, 41.0, 604.0]",0.9038794636726379,"[[1566.8046875, 751.40625]]",0.8968262076377869,"[791.0, 0.0, 1257.0, 916.0]"
195,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",30205,"[1574.0, 480.0, 473.0, 227.0]",0.9028014540672302,"[[1606.0859375, 536.71875]]",0.9656303524971008,"[791.0, 0.0, 1257.0, 916.0]"
196,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",318,"[1976.0, 415.0, 26.0, 13.0]",0.901540994644165,"[[1998.8984375, 422.21875]]",0.9690402746200562,"[791.0, 0.0, 1257.0, 916.0]"
197,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",27875,"[1573.0, 609.0, 474.0, 280.0]",0.8998632431030273,"[[1763.2109375, 794.34375]]",0.8894664645195007,"[791.0, 0.0, 1257.0, 916.0]"
198,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",45151,"[1067.0, 329.0, 183.0, 352.0]",0.8960361480712891,"[[1173.9921875, 536.71875]]",0.9167117476463318,"[791.0, 0.0, 1257.0, 916.0]"
199,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1213,"[1479.0, 173.0, 60.0, 31.0]",0.8895118236541748,"[[1507.8828125, 193.21875]]",0.9555376172065735,"[791.0, 0.0, 1257.0, 916.0]"
200,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",26777,"[1753.0, 378.0, 294.0, 116.0]",0.8891788721084595,"[[1939.9765625, 479.46875]]",0.9663516283035278,"[791.0, 0.0, 1257.0, 916.0]"
201,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",473,"[1499.0, 735.0, 21.0, 28.0]",0.8890682458877563,"[[1507.8828125, 751.40625]]",0.9605808854103088,"[791.0, 0.0, 1257.0, 916.0]"
202,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",6524,"[1505.0, 312.0, 83.0, 455.0]",0.8849664926528931,"[[1527.5234375, 536.71875]]",0.924358606338501,"[791.0, 0.0, 1257.0, 916.0]"
203,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",26442,"[862.0, 155.0, 1185.0, 200.0]",0.8832314610481262,"[[2038.1796875, 350.65625]]",0.901357889175415,"[791.0, 0.0, 1257.0, 916.0]"
204,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2347,"[1415.0, 323.0, 31.0, 93.0]",0.8828805088996887,"[[1429.3203125, 379.28125]]",0.9376291036605835,"[791.0, 0.0, 1257.0, 916.0]"
205,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",37811,"[820.0, 289.0, 1201.0, 152.0]",0.8804710507392883,"[[1173.9921875, 322.03125]]",0.907112181186676,"[791.0, 0.0, 1257.0, 916.0]"
206,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5120,"[1268.0, 698.0, 219.0, 55.0]",0.8792435526847839,"[[1311.4765625, 708.46875]]",0.9336850047111511,"[791.0, 0.0, 1257.0, 916.0]"
207,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",8201,"[1116.0, 375.0, 134.0, 308.0]",0.8787655234336853,"[[1232.9140625, 651.21875]]",0.8903424143791199,"[791.0, 0.0, 1257.0, 916.0]"
208,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",30113,"[1004.0, 33.0, 1043.0, 215.0]",0.873850405216217,"[[1861.4140625, 207.53125]]",0.9471388459205627,"[791.0, 0.0, 1257.0, 916.0]"
